,CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Target
35,715318008,0.6170212765957447,0,1,0,2,4,0,0.5348837209302325,4,2,1,0.37877061585457916,0.7604290822407628,0.637513658035958,0.38746931468997303,0.33427638083280486,0.2558139534883721,0.36062233051567805,0.5445445445445446,0
36,713962233,0.6170212765957447,0,3,2,1,4,0,0.5348837209302325,6,2,3,0.32256616433718754,0.9129916567342073,0.551147316661811,0.7123949912031358,0.42101469749557907,0.20930232558139536,0.5627075097406985,0.7577577577577578,0
37,785432733,0.34042553191489355,0,4,3,1,4,1,0.5348837209302325,2,3,3,0.8256401674199445,0.0,0.9013240738651749,0.5046151443636099,0.21581007847152733,0.09302325581395349,0.5684204228032045,0.0,0
38,715190283,0.6595744680851062,0,1,2,3,1,0,0.8372093023255814,3,3,2,0.39436409721462873,0.3520063567739372,0.6999419959371447,0.6233603750620721,0.34643306090856596,0.13953488372093023,0.386915783305655,0.24124124124124124,0
39,708300483,0.851063829787234,0,0,1,1,5,0,1.0,5,4,3,0.645790644533971,0.24036551450139054,0.8114892225200359,0.5564935005826722,0.1112839736751563,0.046511627906976744,0.19622171583769651,0.07707707707707709,1
40,827111283,0.4042553191489361,1,3,2,2,3,0,0.6511627906976745,2,2,2,0.9878658656294483,0.22963845848232023,0.9900198521587842,0.5538422539609934,0.2600128004168205,0.13953488372093023,0.3572466961899167,0.018018018018018018,0
41,758551608,0.5319148936170212,1,2,6,1,1,0,0.7209302325581396,4,1,0,0.5728983929177556,0.8756456098529996,0.7415795843889527,0.48619445248634396,0.32085926024449885,0.13953488372093023,0.386915783305655,0.3553553553553554,0
42,773146383,0.5106382978723404,0,1,0,2,1,3,0.6976744186046512,3,2,3,0.8529542311195293,1.0,0.8961547640763368,0.6531101291067465,0.4012649134333439,0.17829457364341086,0.5684204228032045,0.14514514514514515,0
43,778493808,0.4893617021276596,1,3,3,1,2,0,0.5581395348837209,5,2,1,0.41681283335154795,0.0,0.7387997171326284,0.5978077898998962,0.4012649134333439,0.17054263565891473,0.5188944795265651,0.0,0
44,720572508,0.25531914893617014,0,4,2,2,5,0,0.34883720930232565,2,3,3,0.7087779594933163,0.8164481525625745,0.8193103244601609,0.536289764776966,0.24016325301062347,0.1007751937984496,0.49689396048839624,0.2092092092092092,0
45,712661433,0.4893617021276596,1,4,5,2,3,0,0.39534883720930236,3,2,3,1.0,0.0,1.0,0.6907863288559177,0.3422298305103566,0.13953488372093023,0.599092834222904,0.0,0
46,789172683,0.6382978723404255,1,2,1,1,2,0,0.744186046511628,6,2,0,0.20766847802706323,0.5681366706396503,0.5671868061921185,0.8256985160738576,0.39870912876954856,0.1317829457364341,0.3978942959622432,0.6266266266266267,0
47,738406533,0.702127659574468,1,1,1,1,1,0,0.9069767441860465,3,2,2,0.2531024762861094,0.8025427095748907,0.514840309257217,0.8329750971734025,0.3949149806956225,0.1317829457364341,0.676555627795192,0.7937937937937939,0
48,799723908,0.42553191489361697,1,3,3,1,3,0,0.627906976744186,4,3,3,0.8800410072853229,0.5701231624950338,0.9201404888613547,0.48132630029890827,0.2892993669157504,0.1317829457364341,0.46411333174830893,0.07407407407407408,0
49,771490833,0.5531914893617021,1,1,0,2,3,0,0.627906976744186,5,1,1,0.48496891223704,0.48748510131108463,0.7267226108040218,0.42859245501219045,0.26874031507500007,0.23255813953488372,0.4019339355290704,0.2592592592592593,0
50,720756708,0.5531914893617021,0,3,6,1,4,0,0.6511627906976745,6,3,2,0.2647129011918157,0.6154151767977751,0.5925208790997407,0.6235964517132403,0.42117182954052534,0.15503875968992248,0.5547562010914655,0.5915915915915916,0
51,779471883,0.5957446808510637,0,1,2,1,4,0,0.627906976744186,2,3,1,0.0,0.3210170838299563,0.5340714633628311,0.5417511048819925,0.11176315203963538,0.0697674418604651,0.4922665261774666,0.5625625625625627,1
52,711525033,0.851063829787234,0,0,3,1,4,0,0.9534883720930233,3,4,2,0.3394352481729115,0.8657131505760827,0.5838332064210183,0.6002648811842666,0.43163911433825186,0.21705426356589144,0.7195627823465355,0.6876876876876878,0
53,712813458,0.4893617021276596,1,2,6,1,0,0,0.5348837209302325,4,2,0,0.8835638132838675,1.0,0.9147858303959775,0.4421160347307355,0.33579920273894315,0.19379844961240308,0.25944723976328254,0.12712712712712715,0
54,714374133,0.6382978723404255,1,2,2,1,0,0,0.5348837209302325,1,3,3,0.8308500859706882,0.0,0.9039305926929195,0.5535764309296207,0.057867575531667104,0.03875968992248062,0.3130615579106843,0.0,1
55,717891558,0.4893617021276596,0,4,2,3,4,0,0.5348837209302325,6,4,2,0.35436763464486276,0.8740564163686929,0.5950744004270336,0.446752584381397,0.2432166022928577,0.17054263565891473,0.4019339355290704,0.6676676676676677,0
56,716632758,0.4893617021276596,0,3,2,2,4,0,0.5348837209302325,2,2,0,0.2912750693332615,0.9388160508541915,0.4949138323778885,0.469875562103661,0.3086691833266966,0.23255813953488372,0.4019339355290704,0.8438438438438439,0
57,768563658,0.6382978723404255,1,2,5,1,1,0,0.8604651162790699,4,2,3,0.463528496703951,0.7469209376241558,0.6910799329072589,0.5708552993015423,0.33795985110644367,0.14728682170542637,0.6176806200710983,0.42242242242242245,0
58,711427458,0.3829787234042553,0,5,2,1,5,0,0.5116279069767442,4,1,2,0.5763295258177923,0.38855780691299163,0.7741581103892734,0.818357236408466,0.32359638969597704,0.11627906976744187,0.5399994016630443,0.15615615615615616,0
59,714091983,0.34042553191489355,1,2,3,2,2,0,0.4883720930232558,4,4,3,0.35869228825368893,0.6964640444974176,0.6358940477400569,0.4506888065542042,0.27639428357944684,0.1317829457364341,0.5801416646853862,0.5255255255255256,0
60,787584108,0.6170212765957447,1,3,6,1,3,0,0.7906976744186046,4,2,3,0.3697762614279707,0.8009535160905841,0.6237178782959677,0.515008766941393,0.2565596249822444,0.17829457364341086,0.47358893945663433,0.5875875875875876,0
61,712030833,0.4680851063829786,1,2,2,1,2,3,0.5116279069767442,2,4,4,1.0,0.0,1.0,0.47393032183628364,0.10498327311422662,0.03875968992248062,0.36691380519349837,0.0,1
62,711481533,0.276595744680851,1,1,3,0,2,0,0.4651162790697675,5,3,3,0.5582965215067848,0.4970202622169249,0.7596426217715007,0.5271548708630086,0.3136579862759832,0.13953488372093023,0.5574192398358252,0.21121121121121122,0
63,710082708,0.3829787234042553,1,4,4,2,0,0,0.4418604651162791,2,4,2,0.925875084822577,0.8351211760031784,0.9436562519943901,0.5417511048819925,0.3040755578383614,0.12403100775193798,0.4442536837071193,0.08808808808808809,0
64,708155733,0.5744680851063829,1,2,3,2,0,0,0.7209302325581396,4,2,2,0.8143182442409209,0.6491855383392928,0.8815497263101547,0.5395732021758763,0.3072268921216583,0.1007751937984496,0.49689396048839624,0.11111111111111112,0
65,788979258,0.5319148936170212,1,4,5,2,3,3,0.5813953488372093,4,1,4,1.0,0.601907032181168,0.9944284541193222,0.41745828049669187,0.30818926567153815,0.17054263565891473,0.4019339355290704,0.044044044044044044,0
66,807986133,0.6595744680851062,1,2,0,1,2,0,0.9069767441860465,5,3,3,0.5914330188949979,0.721891140246325,0.7619101978923365,0.4272165527295394,0.3222312767362321,0.19379844961240308,0.4237814740512587,0.2762762762762763,0
67,788730933,0.3829787234042553,0,2,5,2,4,0,0.16279069767441862,6,3,3,0.16883119945066127,0.5832340087405642,0.5315731329215605,0.5436496126951381,0.2665141305617955,0.13953488372093023,0.386915783305655,0.7047047047047047,0
68,711314058,0.4893617021276596,1,2,2,1,2,0,0.4418604651162791,2,2,2,0.07482358018919477,0.4398092967818832,0.525026373783239,0.7105330583195754,0.3862621142011027,0.05426356589147288,0.8038678710581408,0.6566566566566567,0
69,717975333,0.5106382978723404,1,2,1,1,3,0,0.5813953488372093,6,2,2,0.9374473333093292,0.5284068335319825,0.9549770256891363,0.5617584570142962,0.16901707139946653,0.03875968992248062,0.7338276103869967,0.05305305305305306,0
70,715971108,0.5319148936170212,1,4,2,2,0,0,0.6744186046511628,3,2,3,1.0,0.7004370282081843,0.9934929178529681,0.6104766809956352,0.3637910679086023,0.24031007751937986,0.5317086184436943,0.05105105105105105,0
71,720096558,0.6170212765957447,0,2,2,1,4,0,0.6744186046511628,5,3,3,0.1950959004045263,0.41080651569328563,0.6032604015601336,0.4723749178319716,0.36182970664823566,0.20155038759689922,0.2774994117697899,0.46746746746746753,0
72,719580033,0.5957446808510637,1,1,2,3,2,0,0.6976744186046512,4,2,3,0.3061799637225011,0.8065156932856575,0.5706162448416012,0.475790094796793,0.29915533811520767,0.08527131782945738,0.32817768411831105,0.6986986986986987,0
73,820582308,0.34042553191489355,1,5,5,1,3,0,0.5581395348837209,6,2,2,0.9162862954728226,0.6070719110051649,0.9409969100214239,0.34910204842130577,0.33142528389855164,0.19379844961240308,0.37489901709794016,0.06706706706706708,0
74,789973308,0.3829787234042553,1,1,0,2,2,0,0.5116279069767442,3,3,3,0.9290138025802719,0.767580452920143,0.946562168794578,0.6214685334455775,0.3194802743239338,0.10852713178294573,0.5641411617705955,0.07907907907907909,0
75,712876233,0.5744680851063829,1,2,2,2,3,0,0.5348837209302325,5,3,2,0.5202999429436481,0.601907032181168,0.7343051861486647,0.5022762435020957,0.3072268921216583,0.17829457364341086,0.3422344140850946,0.2872872872872873,0
76,804595158,0.3829787234042553,0,4,2,2,4,0,0.5348837209302325,6,4,2,0.6102578383442943,1.0,0.7547678965545855,0.37393750963596384,0.26086945559863883,0.1007751937984496,0.7105255285040057,0.3603603603603604,0
77,714826758,0.23404255319148937,0,3,5,2,4,0,0.37209302325581395,4,4,2,0.611905397132448,0.7155343663090982,0.7728719182949191,0.4701887081311585,0.48496253979823,0.3643410852713178,0.5099969907098648,0.2562562562562563,0
78,779058108,0.4893617021276596,1,3,2,0,2,0,0.39534883720930236,6,1,2,0.25117878993237497,0.724274930472785,0.5475252179219562,0.45491461445733405,0.34726586877283383,0.1007751937984496,0.30829494441484134,0.7197197197197197,0
79,710790258,0.44680851063829785,1,2,2,1,3,0,0.5813953488372093,6,3,2,0.96495167856588,0.7544696066746126,0.9696387593482856,0.5002207343202222,0.3178625596300022,0.19379844961240308,0.32817768411831105,0.06606606606606608,0
80,715623483,0.44680851063829785,1,3,2,1,2,0,0.5581395348837209,4,4,0,0.6700285606310761,0.6734207389749702,0.8047370893584087,0.604662484892072,0.34496940020194966,0.24031007751937986,0.6165898888296827,0.19819819819819823,0
81,715156383,0.3829787234042553,1,1,6,3,0,0,0.5348837209302325,6,2,2,1.0,0.6090584028605482,0.9943607815155853,0.5215407079397246,0.3739514633405201,0.14728682170542637,0.3763326705782189,0.044044044044044044,0
82,711013983,0.6170212765957447,0,4,6,1,1,0,0.744186046511628,2,4,3,0.18381035414421198,0.0,0.6708544049547694,0.4149828601430913,0.06522674392051941,0.015503875968992248,0.43845815917891806,0.0,1
83,755420433,0.702127659574468,0,1,2,1,5,0,0.9069767441860465,2,3,3,0.7171276260353974,0.5629717918156536,0.8328490254476468,0.33577751721288035,0.24803393245384875,0.07751937984496124,0.46930556289310327,0.14014014014014017,0
84,794543958,0.5744680851063829,1,1,2,0,3,0,0.5116279069767442,5,4,2,1.0,0.4843067143424712,0.9955362016962939,0.5764998485347697,0.3714950382402904,0.1317829457364341,0.7338276103869967,0.03503503503503504,0
85,716396358,0.5531914893617021,1,2,2,1,2,0,0.7906976744186046,5,3,0,0.3288791798498032,0.7588398887564561,0.6026000820299722,0.520693362606842,0.36005205463585455,0.19379844961240308,0.4237814740512587,0.6196196196196196,0
86,715398033,0.5744680851063829,1,2,3,2,0,0,0.5116279069767442,4,2,1,0.8750958434584373,0.8168454509336511,0.912927543930145,0.42271394208435953,0.2880098399590252,0.1627906976744186,0.4409076651608935,0.10810810810810811,0
87,711743883,0.36170212765957444,0,3,5,2,4,0,0.5116279069767442,5,2,3,0.4276639626527583,0.0,0.7423005182254486,0.3770733088502513,0.2943978719296929,0.17054263565891473,0.4019339355290704,0.0,0
88,719720058,0.3829787234042553,1,3,3,2,2,0,0.41860465116279066,4,3,1,0.7781256748133316,0.33253873659118,0.8701990286454283,0.7541466177005026,0.3355821824098353,0.031007751937984496,0.6961699976224635,0.06606606606606608,0
89,778992108,0.6595744680851062,1,2,6,1,0,0,0.744186046511628,5,3,3,0.5199236242329608,0.0,0.7735167269201222,0.7078349531291579,0.3570627228156953,0.14728682170542637,0.6636982919405661,0.0,0
90,717539808,0.5319148936170212,0,2,3,2,4,0,0.5348837209302325,3,2,2,0.7115698455573334,0.0,0.8483641899411208,0.4638856253622455,0.3040755578383614,0.08527131782945738,0.599092834222904,0.0,0
91,714070758,0.4893617021276596,1,4,3,2,3,0,0.5813953488372093,4,3,0,0.9809156525759892,0.7759237187127532,0.9799094176838596,0.507523613085411,0.36651292423907567,0.19379844961240308,0.7664898768327094,0.062062062062062065,0
92,714107958,0.4042553191489361,1,1,2,2,1,0,0.5348837209302325,4,4,3,0.5910560911508131,0.0,0.7995541726130773,0.4128492580369288,0.3466415053148184,0.186046511627907,0.408248290463863,0.0,0
93,789140283,0.5744680851063829,1,0,2,2,3,0,0.6744186046511628,5,4,1,0.2711165684318111,0.8092967818831943,0.533499827167517,0.5002207343202222,0.30650287993679104,0.14728682170542637,0.5012101671594205,0.7657657657657658,0
94,715550508,0.4042553191489361,0,3,6,1,5,0,0.34883720930232565,5,1,2,0.251017953881675,0.9694080254270957,0.33426518875520345,0.7084585048164826,0.3127147509888637,0.07751937984496124,0.573607278230675,0.963963963963964,0
95,719712633,0.8085106382978723,1,1,2,1,4,0,0.9069767441860465,6,4,3,0.08075275617131439,0.3555820421136273,0.5620431192367167,0.6982040968426115,0.3868001359151121,0.17054263565891473,0.4873189983357244,0.5245245245245246,0
96,772629333,0.4042553191489361,1,3,2,1,1,0,0.5116279069767442,5,4,2,0.37172729211464706,0.4767580452920143,0.675793699671491,0.4192174887982802,0.31295086617828893,0.15503875968992248,0.2860986721193862,0.34734734734734735,0
97,720336708,0.5744680851063829,1,3,1,1,1,0,0.5116279069767442,5,3,2,0.4058116073906284,0.6777910210568137,0.6668454074231435,0.5551694599234318,0.3750775666100834,0.248062015503876,0.42789134952758573,0.4504504504504505,0
98,802013583,0.6382978723404255,1,3,0,1,0,0,0.8604651162790699,3,2,0,0.704778661174446,0.8939213349225268,0.8140887934018731,0.41177831133535153,0.2736849144874518,0.0697674418604651,0.44243171970604267,0.23223223223223227,0
99,711887583,0.44680851063829785,1,2,6,1,3,0,0.5581395348837209,2,3,3,0.5311594330888241,0.6468017481128328,0.7362564717218307,0.4526440817067542,0.16862292566539416,0.06201550387596899,0.32196555738154786,0.2992992992992993,1
100,714778833,0.4893617021276596,0,3,0,2,5,0,0.6976744186046512,4,4,0,0.9174074126190224,0.77870480731029,0.9391943596921588,0.4268718842162072,0.3072268921216583,0.09302325581395349,0.5188944795265651,0.0850850850850851,0
101,713843283,0.31914893617021267,0,3,6,1,5,3,0.4883720930232558,5,3,3,1.0,0.8156535558204211,0.9923902151230786,0.5517120835527014,0.35118676410499594,0.12403100775193798,0.4442536837071193,0.05905905905905906,0
102,779155158,0.5744680851063829,1,3,2,1,0,0,0.4883720930232558,6,2,2,0.31019424577170795,0.5021851410409217,0.6423083698601816,0.4067432780031717,0.299899029965367,0.17829457364341086,0.36691380519349837,0.43043043043043044,0
103,721091583,0.3829787234042553,0,2,2,2,4,0,0.4418604651162791,3,3,3,0.32205534404281266,0.7465236392530791,0.6004033528555114,0.4816320013778685,0.3093874812543769,0.03875968992248062,0.6355133525935684,0.6206206206206206,0
104,713572683,0.3829787234042553,1,3,3,3,2,0,0.2790697674418605,3,3,0,0.11943847952442788,0.0,0.6541646575178234,0.5098384420321799,0.2916053994419867,0.186046511627907,0.46091150822777394,0.0,0
105,716657058,0.36170212765957444,0,4,4,1,4,0,0.4651162790697675,2,3,3,0.6629055593737458,0.3678982916170044,0.813977603024308,0.4736196496810781,0.3668994975850297,0.20930232558139536,0.3820134848911286,0.11111111111111112,0
106,779509983,0.5744680851063829,1,2,4,2,0,0,0.5348837209302325,6,1,2,1.0,0.36988478347238773,0.9966049065043252,0.49370485152963955,0.23395531049671092,0.08527131782945738,0.544221121394107,0.02702702702702703,0
107,717929133,0.3829787234042553,1,1,5,1,2,0,0.5348837209302325,5,2,3,0.8095188094944685,0.9694080254270957,0.8711114983103267,0.6145617899774798,0.29389225575687883,0.15503875968992248,0.4237814740512587,0.1691691691691692,0
108,808284783,0.7659574468085105,0,1,6,1,4,0,1.0,6,0,0,0.0,0.0,0.6251504492616313,0.48921244827442695,0.4323922930268549,0.26356589147286824,0.5429828464758749,0.0,0
109,708476808,0.5957446808510637,1,4,6,0,0,0,0.5348837209302325,6,3,2,0.995900507029047,0.77870480731029,0.9899537030305365,0.4265269371827279,0.24169407425585243,0.1627906976744186,0.471023587782726,0.05805805805805807,0
110,710916408,0.6595744680851062,1,4,2,1,2,0,0.6046511627906976,4,3,0,0.6666146154639101,0.7493047278506159,0.7996257039368262,0.40601889046832884,0.3197105921231138,0.17054263565891473,0.32446468070548085,0.22322322322322324,0
111,708492558,0.34042553191489355,1,3,6,1,2,0,0.5348837209302325,5,3,3,0.8201365045950393,0.34366309098132697,0.891459806492758,0.5257569504205472,0.25944023119789694,0.08527131782945738,0.6614632691503818,0.05705705705705706,0
112,799825758,0.34042553191489355,1,4,3,0,2,0,0.5348837209302325,5,1,2,0.35032726013918314,0.66507747318236,0.6363187380114025,0.4160455580678508,0.2979113502930293,0.19379844961240308,0.30522288968157046,0.5135135135135136,0
113,718619883,0.5957446808510637,0,0,5,1,4,0,0.5348837209302325,2,2,2,0.0181376931668904,0.28049264998013507,0.5584798430119241,0.7019884286086918,0.3110561915032104,0.10852713178294573,0.8987516023070192,0.4734734734734735,0
114,711844758,0.4680851063829786,1,3,2,2,3,0,0.5116279069767442,6,1,0,0.7934875257735925,0.5141040921732221,0.8735549004853137,0.4825479426199018,0.33009917454499194,0.20930232558139536,0.5332256218643296,0.0950950950950951,0
115,714798783,0.4893617021276596,1,1,2,2,3,0,0.5348837209302325,6,2,2,0.8732385804193541,0.3555820421136273,0.9199244090583978,0.733166500500793,0.29389225575687883,0.06201550387596899,0.6503799477746993,0.04704704704704705,0
116,826762908,0.5531914893617021,1,3,3,3,3,0,0.813953488372093,3,2,0,0.7618061410673747,0.5057608263806118,0.8573136033558297,0.5490377484471354,0.4523545346975655,0.20155038759689922,0.5486557715246929,0.10610610610610612,0
117,771894558,0.5106382978723404,1,3,3,2,3,0,0.6046511627906976,4,1,4,0.7125108525855488,0.619388160508542,0.8285378345415518,0.7425421569661523,0.37824243249875744,0.11627906976744187,0.46003441607574524,0.15615615615615616,0
118,721074183,0.4893617021276596,1,1,1,1,2,0,0.5348837209302325,4,6,3,0.9276683422224643,0.47516885180770757,0.9497128519552189,0.45781732489412374,0.2605841962719859,0.10852713178294573,0.5188944795265651,0.05005005005005006,0
119,715259583,0.5744680851063829,0,2,3,1,4,0,0.7209302325581396,3,2,3,0.5258793966527637,0.755264203416766,0.7248406913674016,0.49011422313794134,0.3643766707436349,0.21705426356589144,0.5188944795265651,0.3553553553553554,0
